topicId,period,word,weight
0,0,文化,0.0350517260904274
0,0,文物,0.01520794769150292
0,0,管理,0.011893820570807597
0,0,保护,0.009653894264198439
0,0,资源,0.007634515501825258
1,0,革命,0.028036126041743475
1,0,文物,0.026323658341012957
1,0,红色,0.015406956216568
1,0,保护,0.013560201011702583
1,0,长城,0.012839781663824155
2,0,考古,0.019044868966548608
2,0,遗址,0.01320263800592139
2,0,孩子,0.008929763963505618
2,0,发现,0.008687181947218162
2,0,学校,0.007272142949581246
3,0,纪念馆,0.011574460134882697
3,0,红色,0.010789157980501115
3,0,文化,0.010761139394019386
3,0,活动,0.010468564563835171
3,0,故事,0.008170447646579027
4,0,教育,0.022559328574976154
4,0,学校,0.015607305480356014
4,0,教师,0.012452666844977743
4,0,学生,0.008389094641175562
4,0,项目,0.008210093860941823
0,1,文化,0.035108741466163836
0,1,文物,0.01538988476329403
0,1,管理,0.011927380025463436
0,1,保护,0.009628622522457587
0,1,资源,0.007669853416205959
1,1,革命,0.030287828531197394
1,1,文物,0.026791875548164576
1,1,红色,0.01589255098971139
1,1,保护,0.013092340427357178
1,1,利用,0.012335786984646675
2,1,考古,0.018436566541350043
2,1,遗址,0.012240082175494075
2,1,孩子,0.00901212361633916
2,1,发现,0.008767644758092616
2,1,学校,0.007318991528325938
3,1,纪念馆,0.011659020609695958
3,1,红色,0.010667529632908707
3,1,文化,0.010643100827562273
3,1,活动,0.01059210142373675
3,1,故事,0.00820555671435991
4,1,教育,0.022071080383933194
4,1,学校,0.016465639552193566
4,1,教师,0.012960831938816836
4,1,学生,0.008566373030883173
4,1,项目,0.008060582183553076
0,2,文化,0.0358542795953729
0,2,文物,0.015631822359543333
0,2,管理,0.012040664105150142
0,2,保护,0.00961153300501317
0,2,资源,0.007614191166536872
1,2,革命,0.033591758306092685
1,2,文物,0.027447402261009557
1,2,红色,0.016506316491845873
1,2,保护,0.012634957607517268
1,2,利用,0.012351432995881121
2,2,考古,0.01842329360549315
2,2,遗址,0.011695204783047503
2,2,孩子,0.009181525359951048
2,2,发现,0.008950735063000486
2,2,学校,0.007123313583434686
3,2,纪念馆,0.011816387749442646
3,2,活动,0.01071702883663965
3,2,红色,0.010600468084857333
3,2,文化,0.01055739953400899
3,2,故事,0.008278040799816765
4,2,教育,0.021126054895994725
4,2,学校,0.016383000362446325
4,2,教师,0.012976487989749111
4,2,学生,0.008843313213474696
4,2,项目,0.008012867293927221
0,3,文化,0.037455193686796374
0,3,文物,0.015048038056751936
0,3,管理,0.011741917195832719
0,3,保护,0.009534276709256514
0,3,资源,0.007244867858882725
1,3,革命,0.03716736000452743
1,3,文物,0.02786897744207701
1,3,红色,0.017481165463412267
1,3,保护,0.012316818278254394
1,3,利用,0.012212850076845087
2,3,考古,0.018508433822681174
2,3,遗址,0.011208399248328043
2,3,孩子,0.00931117184305312
2,3,发现,0.009154113835183395
2,3,研究,0.007190175984906935
3,3,纪念馆,0.012089282790913786
3,3,红色,0.010539081401676417
3,3,活动,0.010499858838698242
3,3,文化,0.010316958082716638
3,3,故事,0.008355862776112456
4,3,教育,0.020244375258254062
4,3,学校,0.016412507910573804
4,3,教师,0.01275839747069144
4,3,学生,0.009336204398013942
4,3,项目,0.007925700056204714
0,4,文化,0.038979494814220465
0,4,文物,0.014428256176819506
0,4,管理,0.0114275712508712
0,4,保护,0.0094531150021843
0,4,卡拉,0.007352035713290154
1,4,革命,0.03512728503320238
1,4,文物,0.02703767058507016
1,4,红色,0.018273039218709118
1,4,保护,0.012168824309999222
1,4,利用,0.01168983823373075
2,4,考古,0.018842357740555926
2,4,遗址,0.01082539719711051
2,4,孩子,0.009488151636253482
2,4,发现,0.009373271639234291
2,4,研究,0.007229509855128656
3,4,纪念馆,0.01243609728309981
3,4,红色,0.010567930911583904
3,4,文化,0.010183813657200953
3,4,活动,0.01014796572358011
3,4,故事,0.008228191431398043
4,4,教育,0.01878350037771524
4,4,学校,0.016387854842102374
4,4,教师,0.012599080726645196
4,4,学生,0.00989809211194393
4,4,项目,0.007882685171254513
0,5,文化,0.040514919289116366
0,5,文物,0.013975891903238648
0,5,管理,0.011110713902137836
0,5,保护,0.009242215816191876
0,5,OK,0.007544758584248141
1,5,革命,0.031176302421495668
1,5,文物,0.025466780570640748
1,5,红色,0.01873837376357252
1,5,保护,0.01201774342726379
1,5,利用,0.010968163450007158
2,5,考古,0.019529074650223143
2,5,遗址,0.010565915780617535
2,5,孩子,0.009669660864689782
2,5,发现,0.009543730268338638
2,5,研究,0.00731660575721006
3,5,纪念馆,0.012138807705078549
3,5,文化,0.009975334390863625
3,5,活动,0.009906183730186638
3,5,红色,0.009845777417713485
3,5,数据,0.008090568423904147
4,5,教育,0.01765596312361967
4,5,学校,0.016385610535776786
4,5,教师,0.012020227484953414
4,5,学生,0.010511688594284847
4,5,职业,0.008329171225871632
0,6,文化,0.04247747546394558
0,6,文物,0.013615279871692513
0,6,管理,0.01089826078359648
0,6,保护,0.008960731576704526
0,6,卡拉,0.007789683619302598
1,6,革命,0.026477802021503093
1,6,文物,0.02341677671532765
1,6,红色,0.01912301698670096
1,6,保护,0.011912969196206687
1,6,利用,0.010284357807893113
2,6,考古,0.02028092142881224
2,6,遗址,0.01030934364730626
2,6,孩子,0.009845407878526216
2,6,发现,0.009676967288266216
2,6,研究,0.007396006464096161
3,6,纪念馆,0.011001220660965448
3,6,活动,0.00999794839382316
3,6,文化,0.009768066007634281
3,6,红色,0.009078398163947553
3,6,数据,0.008324504735312599
4,6,教育,0.01676969512253767
4,6,学校,0.015991128408485992
4,6,教师,0.011459408279246885
4,6,学生,0.010404402294915708
4,6,职业,0.009083977919754101
0,7,文化,0.041402938617872684
0,7,文物,0.0124189391931338
0,7,管理,0.010916477984843815
0,7,保护,0.008705521868825257
0,7,卡拉,0.008253911987218103
1,7,革命,0.02307666794859359
1,7,文物,0.021469032504618263
1,7,红色,0.018470393036688657
1,7,保护,0.011938884001865189
1,7,修复,0.010179359208615889
2,7,考古,0.021040872812888772
2,7,孩子,0.009965849412261949
2,7,遗址,0.009925809776199241
2,7,发现,0.00984183400474497
2,7,研究,0.007453476094503482
3,7,活动,0.01011154279782567
3,7,纪念馆,0.010045902964777262
3,7,文化,0.009518672808792797
3,7,数据,0.008627799936051237
3,7,红色,0.008408858035280405
4,7,教育,0.01597179224859508
4,7,学校,0.015677088735279558
4,7,教师,0.011015090600287195
4,7,学生,0.01031893444749225
4,7,职业,0.009933650191587443
0,8,文化,0.039867400063331504
0,8,文物,0.011272016614485772
0,8,管理,0.010976101948026678
0,8,OK,0.008756764333017749
0,8,卡拉,0.008756764333017749
1,8,革命,0.020262965782632352
1,8,文物,0.019709195316608755
1,8,红色,0.017782718195764012
1,8,保护,0.011965393291347977
1,8,修复,0.010515637358479902
2,8,考古,0.021498591653451974
2,8,孩子,0.010109027399649959
2,8,发现,0.009928965667854376
2,8,遗址,0.009527118855166413
2,8,研究,0.007508287930117004
3,8,活动,0.010223270815845535
3,8,文化,0.0092713711742518
3,8,纪念馆,0.009202795404530296
3,8,数据,0.008956285750998553
3,8,红色,0.007796898186100342
4,8,学校,0.01563120481249628
4,8,教育,0.01526133944306267
4,8,教师,0.010917413859954577
4,8,学生,0.010310655265656764
4,8,职业,0.01019331815555671
0,9,文化,0.03727323914729127
0,9,管理,0.01131087279650444
0,9,文物,0.010288523268975053
0,9,OK,0.009550248741692344
0,9,卡拉,0.009550248741692344
1,9,文物,0.018251850419121533
1,9,革命,0.017967361548102218
1,9,红色,0.017273097701150122
1,9,保护,0.012037365694657952
1,9,修复,0.01090104625595054
2,9,考古,0.01783032959870727
2,9,孩子,0.010656176864619409
2,9,发现,0.009152825084674463
2,9,遗址,0.008392202394942684
2,9,研究,0.007614463381464686
3,9,活动,0.010388514563331704
3,9,数据,0.009384838094611945
3,9,文化,0.008873072984334412
3,9,纪念馆,0.00851091535353867
3,9,红色,0.007288461757584954
4,9,学校,0.015677220483928382
4,9,教育,0.014633330276104679
4,9,教师,0.010874432305194292
4,9,职业,0.01047678299845762
4,9,学生,0.010336885485845606
0,10,文化,0.03922392294230606
0,10,管理,0.010798130849460762
0,10,文物,0.009829174262679288
0,10,卡拉,0.009063210126191695
0,10,OK,0.009063210126191695
1,10,文物,0.017222044789642028
1,10,红色,0.017112488497084213
1,10,革命,0.016232820807025528
1,10,保护,0.012207519711860623
1,10,修复,0.01143180105385447
2,10,考古,0.014851982468636896
2,10,孩子,0.011382725055008817
2,10,发现,0.008461404343320576
2,10,研究,0.007775765563070857
2,10,遗址,0.007430992143049781
3,10,活动,0.010609164163174695
3,10,数据,0.009909079899731537
3,10,文化,0.00843846359288495
3,10,纪念馆,0.007928557482471281
3,10,阅读,0.007349131087702403
4,10,学校,0.015805008975494292
4,10,教育,0.014098733614355605
4,10,教师,0.010865164266548136
4,10,职业,0.010798006669772996
4,10,学生,0.010357750102786677
0,11,文化,0.03920680737970485
0,11,管理,0.010429880280753536
0,11,文物,0.009546247453272596
0,11,卡拉,0.008715225023014233
0,11,OK,0.008715225023014233
1,11,红色,0.01741369071922337
1,11,文物,0.016585060071304506
1,11,革命,0.015001262327360826
1,11,保护,0.012610835770595226
1,11,修复,0.012232066967171627
2,11,考古,0.012693145780932722
2,11,孩子,0.01235153181633514
2,11,发现,0.007882356816051239
2,11,阅读,0.007798049417903783
2,11,研究,0.0077636928781268134
3,11,活动,0.010895790939971952
3,11,数据,0.010527536760871922
3,11,文化,0.008031135771374992
3,11,纪念馆,0.007436805445148419
3,11,阅读,0.007287236815977623
4,11,学校,0.016245205751233425
4,11,教育,0.01388962525983463
4,11,职业,0.011328434498014956
4,11,教师,0.011008252294876668
4,11,技术,0.010323231665197066
0,12,文化,0.03912423630864023
0,12,管理,0.010115803806288686
0,12,文物,0.009307909797302998
0,12,卡拉,0.008421835672191813
0,12,OK,0.008421835672191813
1,12,红色,0.017792558469860192
1,12,文物,0.016014820938937833
1,12,革命,0.013985149080394757
1,12,修复,0.013040538374752532
1,12,保护,0.013009512341986931
2,12,孩子,0.013402735344221152
2,12,考古,0.010857297511584894
2,12,阅读,0.008203179353279976
2,12,研究,0.007742221673048812
2,12,发现,0.007339632089111472
3,12,数据,0.011345963893728439
3,12,活动,0.011244774815230226
3,12,文化,0.00778929214330258
3,12,阅读,0.00732165402804942
3,12,纪念馆,0.007097434538985482
4,12,学校,0.016680246299634154
4,12,教育,0.01395888553270557
4,12,职业,0.011400623177131412
4,12,教师,0.011052516956578207
4,12,技术,0.010461094018601883
0,13,文化,0.03740753521243747
0,13,管理,0.009987621467247812
0,13,文物,0.009155718064398917
0,13,OK,0.008265063150055875
0,13,卡拉,0.008265063150055875
1,13,红色,0.018981312051733118
1,13,文物,0.01528725543293468
1,13,革命,0.013408482829831562
1,13,保护,0.01301324409991749
1,13,修复,0.012457959807016852
2,13,孩子,0.0145733850379856
2,13,考古,0.00929080073126254
2,13,阅读,0.008612111937821791
2,13,研究,0.007717657816630826
2,13,学生,0.007437317547148561
3,13,数据,0.012178111577202366
3,13,活动,0.011587018090770822
3,13,文化,0.00756467922104954
3,13,阅读,0.007382922012801796
3,13,纪念馆,0.006787341142843291
4,13,学校,0.017046651504211804
4,13,教育,0.014302451900454179
4,13,职业,0.011715734115119602
4,13,教师,0.010750837065686749
4,13,学生,0.010495404181975443
0,14,文化,0.03565927344148802
0,14,管理,0.009883402422732208
0,14,文物,0.009053527058449938
0,14,OK,0.008149903955985515
0,14,卡拉,0.008149903955985515
1,14,红色,0.020366458694995346
1,14,文物,0.014561282634572697
1,14,保护,0.01297849362524524
1,14,革命,0.01293017275521947
1,14,修复,0.011873755215850035
2,14,孩子,0.01586105659124335
2,14,阅读,0.009060425080227355
2,14,考古,0.007943676218309992
2,14,学生,0.0076803215551157844
2,14,研究,0.007667350310578564
3,14,数据,0.0117120233075977
3,14,活动,0.011510224648339538
3,14,阅读,0.007549876487394037
3,14,文化,0.00742009812191856
3,14,纪念馆,0.006572291043009349
4,14,学校,0.018252397101479828
4,14,教育,0.0143803141261189
4,14,职业,0.011876646790314183
4,14,学生,0.010966550617007631
4,14,技术,0.01066220215803211
0,15,文化,0.03398583636628012
0,15,管理,0.009781988097734801
0,15,文物,0.008956534913686394
0,15,OK,0.008040210564951095
0,15,卡拉,0.008040210564951095
1,15,红色,0.02193759003271715
1,15,文物,0.013900968384326258
1,15,保护,0.012797551976611398
1,15,革命,0.012484049429472321
1,15,修复,0.011347919888121377
2,15,孩子,0.017189621756084048
2,15,阅读,0.00942332838386781
2,15,学生,0.007947981303187853
2,15,老师,0.007694834669858313
2,15,研究,0.0076493158900358725
3,15,活动,0.011414416354958216
3,15,数据,0.011389538606810265
3,15,阅读,0.007846184237133333
3,15,文化,0.0073694213174072595
3,15,观众,0.006620244826200016
4,15,学校,0.018391181235888947
4,15,教育,0.014527476471821241
4,15,职业,0.011678262258534388
4,15,学生,0.011110840346009815
4,15,技术,0.010802191945323258
0,16,文化,0.032395541827045425
0,16,管理,0.009682331206929061
0,16,文物,0.008860898618403126
0,16,OK,0.00793329691653488
0,16,卡拉,0.00793329691653488
1,16,红色,0.02347883756156802
1,16,文物,0.013367435917424753
1,16,保护,0.012633062916167021
1,16,革命,0.012074757272195875
1,16,修复,0.01085278424705862
2,16,孩子,0.017980655934790785
2,16,学生,0.00858225676031526
2,16,老师,0.00840768386262743
2,16,阅读,0.008394792635276756
2,16,研究,0.008036544395028737
3,16,活动,0.011359406155570753
3,16,数据,0.01113999557405202
3,16,阅读,0.007991929108906228
3,16,文化,0.007316618795436308
3,16,观众,0.006885092929220646
4,16,学校,0.018345499765235227
4,16,教育,0.014690370907748595
4,16,职业,0.011479939672382733
