topicId,period,word,weight
0,0,学习,0.009718359125205576
0,0,教育,0.007630547891150253
0,0,党史,0.006822764667077938
0,0,历史,0.006757628947496055
0,0,烈士,0.00632341167109872
1,0,合作,0.02231738773097173
1,0,发展,0.01565443260044169
1,0,法治,0.010695854514229771
1,0,疫情,0.010316101780212226
1,0,疫苗,0.009764432110334419
2,0,香港,0.019714163009207177
2,0,发展,0.018389129394304506
2,0,国家,0.011663378063774058
2,0,制度,0.011373368625184448
2,0,完善,0.00623105464789606
3,0,脱贫,0.006584704987624938
3,0,社区,0.006259293865404509
3,0,群众,0.005590971927580101
3,0,保障,0.005325522936298605
3,0,疫苗,0.004875402208925629
4,0,发展,0.00957594067918618
4,0,企业,0.008720158119163298
4,0,服务,0.0053367519719374566
4,0,创新,0.005012463160289212
4,0,项目,0.004560934416860925
0,1,学习,0.009431598184307388
0,1,教育,0.0073617755379892635
0,1,历史,0.00666683608443354
0,1,烈士,0.006558473155819961
0,1,党史,0.006536475234965709
1,1,合作,0.02162757027659648
1,1,发展,0.01585517419018133
1,1,法治,0.011526886698756145
1,1,疫情,0.01026552495180589
1,1,疫苗,0.01023090945677186
2,1,发展,0.018680417552163955
2,1,香港,0.017719598973965106
2,1,国家,0.011925207724209928
2,1,制度,0.010719612306678
2,1,完善,0.0061182553014136965
3,1,脱贫,0.006657933288089132
3,1,社区,0.006387164816917389
3,1,群众,0.005504544381865866
3,1,保障,0.005376953179748344
3,1,疫苗,0.005030899962036737
4,1,发展,0.009228632736474927
4,1,企业,0.008485552580467586
4,1,服务,0.005203242144404937
4,1,创新,0.004898947414802989
4,1,项目,0.004585727522456342
0,2,学习,0.00911490995905828
0,2,教育,0.007147153955160527
0,2,烈士,0.006906972200339115
0,2,历史,0.00654813679800505
0,2,党史,0.006267996748602849
1,2,合作,0.02067594738578132
1,2,发展,0.016120768293455948
1,2,法治,0.013419756073874382
1,2,疫苗,0.010862571195669237
1,2,疫情,0.010131653735792577
2,2,发展,0.019071135542604298
2,2,香港,0.014905282798034186
2,2,国家,0.011998276246257523
2,2,制度,0.009654556570119443
2,2,完善,0.005846369270732168
3,2,脱贫,0.006559210636735811
3,2,社区,0.006507706199137942
3,2,接种,0.005388132335578044
3,2,疫苗,0.005307203426206615
3,2,群众,0.005198514569367892
4,2,发展,0.008606326718129182
4,2,企业,0.008157735157119234
4,2,服务,0.005047288617638064
4,2,创新,0.004684685553575016
4,2,项目,0.004645071583323935
0,3,学习,0.008922250736110434
0,3,烈士,0.0070387005107797095
0,3,教育,0.007031768892736699
0,3,历史,0.006532851125700228
0,3,党史,0.006092807205870784
1,3,合作,0.019945695359550063
1,3,法治,0.016888680173521277
1,3,发展,0.01657106310397073
1,3,疫苗,0.011287506095339074
1,3,疫情,0.00992312666093098
2,3,发展,0.02002620153790699
2,3,国家,0.012049831008145906
2,3,香港,0.011534354566228696
2,3,制度,0.008341457950527773
2,3,完善,0.0054893078576376125
3,3,社区,0.006765332122873833
3,3,脱贫,0.006286090815602755
3,3,接种,0.005749673906674052
3,3,疫苗,0.005539719313907914
3,3,群众,0.0049584301244063505
4,3,发展,0.007946341888009786
4,3,企业,0.007833858341254371
4,3,服务,0.004921718768661778
4,3,项目,0.004690462743589837
4,3,创新,0.004445460106320039
0,4,学习,0.00911584120507595
0,4,教育,0.00732013914215371
0,4,历史,0.006710541190253705
0,4,烈士,0.00669069924883647
0,4,党史,0.006177581297251167
1,4,法治,0.023067989107087485
1,4,合作,0.019105169166441133
1,4,发展,0.01730681845797805
1,4,疫苗,0.010825207990486859
1,4,文化,0.010699252182273787
2,4,发展,0.02185389969766356
2,4,国家,0.01221135027150312
2,4,香港,0.008852076511333247
2,4,制度,0.007159491075491554
2,4,我国,0.005845347052353536
3,4,社区,0.006963380739193102
3,4,接种,0.006220253148108978
3,4,脱贫,0.006080699762740459
3,4,疫苗,0.005680226646717852
3,4,群众,0.004780003706919986
4,4,企业,0.007490272892291549
4,4,发展,0.007381115315564323
4,4,服务,0.004815883198625857
4,4,项目,0.004680530275918784
4,4,乡村,0.004198299652902011
0,5,学习,0.009686567758900932
0,5,教育,0.008111992986865114
0,5,历史,0.007075903222878382
0,5,党史,0.006512888356229868
0,5,群众,0.005912235438346862
1,5,法治,0.029644878128459378
1,5,发展,0.018224346955219132
1,5,合作,0.017784000199966656
1,5,文化,0.01198352426165034
1,5,疫苗,0.010014505622178116
2,5,发展,0.024916248231128875
2,5,国家,0.012338414018793995
2,5,香港,0.006907612543359393
2,5,我国,0.0063777041398802095
2,5,制度,0.006138213854822873
3,5,社区,0.007149163504881667
3,5,接种,0.006688042267465326
3,5,脱贫,0.0058991706901971855
3,5,疫苗,0.005475929361552589
3,5,粮食,0.004702207097740555
4,5,企业,0.007220743588932927
4,5,发展,0.006895428947763495
4,5,服务,0.004704790432664181
4,5,农业,0.004620455318067497
4,5,项目,0.0045735638127393
0,6,学习,0.010358098485579099
0,6,教育,0.009094611501919092
0,6,历史,0.007410702806234265
0,6,党史,0.00690457317053322
0,6,群众,0.006419706567620608
1,6,法治,0.020886925598718013
1,6,发展,0.019713757788770526
1,6,合作,0.017660945335574253
1,6,文化,0.010016317652537882
1,6,疫情,0.009741280764240688
2,6,发展,0.030088797959907817
2,6,国家,0.012302445146712424
2,6,我国,0.006980248218928195
2,6,经济,0.00580805859370376
2,6,香港,0.005566967701852069
3,6,社区,0.007230558516617384
3,6,接种,0.007212013940046137
3,6,脱贫,0.005612226629330225
3,6,疫苗,0.005241900932683168
3,6,武汉,0.005091808847768734
4,6,企业,0.007097506003457975
4,6,发展,0.006540778065212151
4,6,农业,0.005134778587154862
4,6,服务,0.004478564412832107
4,6,项目,0.004466911936644406
0,7,学习,0.01107051822595998
0,7,教育,0.010215284741908916
0,7,历史,0.007776223130356565
0,7,党史,0.00740215061767096
0,7,群众,0.006796199970443612
1,7,发展,0.020950259859385912
1,7,合作,0.018026257402833243
1,7,法治,0.013628915396062686
1,7,疫情,0.010125266040176571
1,7,疫苗,0.009398484876543085
2,7,发展,0.03759829866304929
2,7,国家,0.011957728207734874
2,7,我国,0.007747808649853951
2,7,经济,0.006709377947347167
2,7,构建,0.005009956662320335
3,7,接种,0.007389969169105513
3,7,社区,0.007010050290897648
3,7,武汉,0.005787596780352857
3,7,粮食,0.00540363074918687
3,7,疫苗,0.005056353840338478
4,7,企业,0.006984054172537074
4,7,发展,0.006325492368244866
4,7,农业,0.005590118021819277
4,7,技术,0.004666917398006222
4,7,项目,0.0043990424946696175
0,8,学习,0.011926812002409009
0,8,教育,0.011609546907408484
0,8,历史,0.008212614843894324
0,8,党史,0.00814368854190134
0,8,习近平,0.006961740973020577
1,8,发展,0.021591534193559764
1,8,合作,0.017702023614497752
1,8,疫情,0.010069445449529925
1,8,法治,0.00941684729726816
1,8,疫苗,0.00927970971127064
2,8,发展,0.04434965689314831
2,8,国家,0.011691783818196227
2,8,我国,0.008326119146670741
2,8,经济,0.00757098488986122
2,8,构建,0.00522405208593229
