topicId,period,word,weight
0,0,赌博,0.014560650028125415
0,0,犯罪,0.013711860166272197
0,0,酒驾,0.012798790828460239
0,0,执法,0.011616424248780847
0,0,醉驾,0.008491086852306904
1,0,网络,0.038499256302028134
1,0,个人信息,0.014224298970212546
1,0,平台,0.011489190314016936
1,0,互联网,0.011195598728518589
1,0,APP,0.008974750594012267
2,0,法治,0.047155802002106284
2,0,文化,0.020639756630224895
2,0,社区,0.018223068608864718
2,0,调解,0.013797953536208387
2,0,法律,0.012519573854407223
3,0,知识产权,0.054353367335643804
3,0,乡村,0.03314527930683641
3,0,酒精,0.01971252542041112
3,0,惩罚性,0.018950419604758656
3,0,保护,0.018156488778455597
4,0,公司,0.062355543036740596
4,0,合同,0.025361779789429596
4,0,房屋中介,0.023179183981376365
4,0,支付,0.016020014871766783
4,0,家具,0.015668915421166288
0,1,酒驾,0.013566986925402145
0,1,赌博,0.013434767800952234
0,1,犯罪,0.012807729640616385
0,1,执法,0.012252254301735323
0,1,醉驾,0.008833189295194062
1,1,网络,0.03600875546014415
1,1,个人信息,0.014265665209678298
1,1,平台,0.01149290986969929
1,1,互联网,0.011087355706076373
1,1,APP,0.009117275908365202
2,1,法治,0.04896792811142848
2,1,文化,0.021576398273151092
2,1,社区,0.017408224795274905
2,1,调解,0.014245711641665397
2,1,法律,0.01269373784248771
3,1,知识产权,0.05597155465663986
3,1,乡村,0.031202613217712227
3,1,酒精,0.01995072279060515
3,1,惩罚性,0.01916781285888317
3,1,保护,0.018358202661071923
4,1,公司,0.06258446070577767
4,1,合同,0.025437257356291744
4,1,房屋中介,0.023246902488752077
4,1,支付,0.016061813894734593
4,1,家具,0.015708761087999318
0,2,酒驾,0.014606580682691278
0,2,赌博,0.012580890465496979
0,2,犯罪,0.0121405950570668
0,2,执法,0.012072636149658235
0,2,醉驾,0.009280042490636561
1,2,网络,0.03416419989045731
1,2,个人信息,0.013422553522509135
1,2,平台,0.011837587957737919
1,2,互联网,0.011054497243551856
1,2,APP,0.008914434572906325
2,2,法治,0.050822377018961945
2,2,文化,0.022477438910498554
2,2,社区,0.01656016925824547
2,2,调解,0.01473869448973022
2,2,纠纷,0.012900868501118736
3,2,知识产权,0.05766491176381743
3,2,乡村,0.029358338772583346
3,2,酒精,0.020181521239511568
3,2,惩罚性,0.019387491592921153
3,2,保护,0.01855976870650647
4,2,公司,0.06422809772223327
4,2,合同,0.025138750394830305
4,2,房屋中介,0.02214134338693813
4,2,支付,0.016041744692364388
4,2,家具,0.016002106071237567
0,3,酒驾,0.015750008836627586
0,3,执法,0.011897388002124837
0,3,赌博,0.011795826394632078
0,3,犯罪,0.011454855003428056
0,3,醉驾,0.009756358135169738
1,3,网络,0.0340334125232119
1,3,个人信息,0.013088791313803689
1,3,平台,0.012363546745563876
1,3,互联网,0.010747164310819627
1,3,APP,0.008998902290341747
2,3,法治,0.04911725805337115
2,3,文化,0.02178334317006589
2,3,社区,0.016243917635535794
2,3,调解,0.01561528811484744
2,3,纠纷,0.013577759238220482
3,3,知识产权,0.0594739326152266
3,3,乡村,0.027665445343913346
3,3,酒精,0.02043851276327743
3,3,惩罚性,0.01961626450897067
3,3,保护,0.018772181586807248
4,3,公司,0.06978898038247149
4,3,合同,0.025272506076478747
4,3,房屋中介,0.021471441808308542
4,3,家具,0.01649607292637346
4,3,支付,0.016056520558980127
0,4,酒驾,0.01696079757728628
0,4,执法,0.0117288764884402
0,4,赌博,0.011055388961000697
0,4,犯罪,0.01080109200030049
0,4,醉驾,0.010252293518595768
1,4,网络,0.03402460088416201
1,4,个人信息,0.013094648822481696
1,4,平台,0.012374061937705457
1,4,互联网,0.010746530989428215
1,4,APP,0.009000887142783891
2,4,法治,0.04966831413836281
2,4,文化,0.021736091831878888
2,4,社区,0.016221025481647392
2,4,调解,0.015592352190486424
2,4,纠纷,0.013557133780089185
3,4,知识产权,0.057035723276116126
3,4,乡村,0.027121531003694736
3,4,酒精,0.02133544346978079
3,4,惩罚性,0.019356703453930386
3,4,保护,0.0185333559415305
4,4,公司,0.0699359828523881
4,4,合同,0.02527219384634768
4,4,房屋中介,0.02147501400215828
4,4,家具,0.016493143907088937
4,4,支付,0.016055736125958918
