"date","page","tag","title","url","content"
"2021年04月01日","17","国际","经合组织上调全球经济增长预期（国际视点）","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_1-17.htm","核心阅读　　经合组织日前调高了全球经济增长预期，称全球经济有望在今年年中回升至疫情之前的水平。分析指出，随着各国应对疫情能力不断增强，部分经济体经济率先恢复增长势头。未来增长前景仍取决于疫情控制程度和政策支持力度等。　　　　经济合作与发展组织日前发布的经济展望报告预计，全球经济2021年将增长5.6%，比去年12月的预测值高出1.4个百分点，2022年有望增长4%。经合组织调高增长预期的主要因素，包括全球范围内新冠疫苗接种工作的有效部署及多国采取大规模经济刺激计划等。　　多个经济体经济稳步复苏　　在这份题为“强化经济复苏——速度的迫切性”的中期经济展望报告中，经合组织预测，到2021年年中，全球经济有望恢复到疫情前水平。其中，中、日、韩等亚洲国家将恢复强劲增长；欧元区增长预期调高0.3个百分点至3.9%；英国的预测值上调0.9个百分点至5.1%；美国经济增长率预测值为6.5%。　　报告着重指出，2020年第四季度，许多经济体面临新一轮疫情冲击，但得益于更严格的防疫和社交限制措施，经济活动仍在持续复苏。全球经济产出仍比疫情发生前低1%左右。各经济体的复苏速度有明显差异，新兴市场经济体的反弹相对较快。　　强有力的财政措施，加之制造业和建筑业的复苏，中国、印度和土耳其的经济活动已超过疫情前水平。疫情期间，许多亚太经济体工业产出下滑相对平缓，这与强有力且有效的防疫举措、政府支持以及制造业更广泛的区域复苏密切相关。欧洲主要发达经济体复苏步伐较为温和，与该区域新一轮疫情来袭造成经济活动中断、服务业受限有关。　　世界银行最新发布的《东亚与太平洋地区经济半年报》也显示，该地区许多经济体的经济形势2020年下半年已经开始出现反弹。报告总结这些经济体快速进入复苏轨道的三大共性，即通过严格的防疫举措有效遏制了疫情；利用制造业及贸易复苏而非过度依赖旅游业；政府拥有充足的政策空间，提供了大量的财政和货币支持。报告认为，“疫苗接种活动的成功推进以及疫情的早期控制，叠加重大政策改革和新技术的推广”，全球经济复苏可能会比预期的更强劲。　　疫苗接种普及提振商业信心　　当前，多国疫苗接种普及工作正在加速推进。经合组织报告认为，如果疫苗生产加速并在世界范围内协调分配，防疫措施可更快放宽，全球增长前景将好于当前预期。倘若疫苗接种速度不足以降低感染率，或新变种迅速蔓延导致现有疫苗仍需更新，消费支出和商业信心将受打击。　　经合组织首席经济学家劳伦斯·布恩认为，疫苗的普及工作可以提振商业信心、促进全球消费支出，有利于加速经济复苏进程。　　国际货币基金组织首席经济学家吉塔·戈皮纳特认为，经济前景在很大程度上，取决于疫苗能否跑赢变异的病毒并结束疫情，也取决于各国能否提供有效的政策支持，直到疫情消退。未来全球经济形势依然面临巨大不确定性，各国经济复苏前景差异显著。　　戈皮纳特提醒，如果疫苗普及缓慢，病毒产生变异，或过早取消政策支持，经济形势甚至将出现恶化。在各国公共债务和企业债务都处于空前高位之际，如果下行风险变为现实，那么融资环境的收紧可能加剧经济下滑。“如果能更快地结束这场卫生危机，那么2020—2025年全球经济将累计增加9万亿美元，所有国家都将因此受益，其中发达经济体的经济增长将达4万亿美元左右。”　　日本三菱综合研究所2月发布报告认为，如果70%至90%的人口接种疫苗获得抗体，经济活动的正常化会成为可能。到2022年，由于疫苗普及等原因，经济的内生动力提高，即使财政刺激政策阶段性收回，经济的增长前景仍能符合预期。鉴于目前感染人数还在持续上升，全球经济活动不可避免地受到抑制。新兴经济体尤其需要注意的是，如果疫苗接种迟迟得不到普及，经济活动被抑制会成为长期化现象。日本庆应大学经济学部教授大西广认为，除了加快疫苗接种外，当前仍须做好各种常规防疫措施，比如加大核酸检测力度，实现应检尽检。　　相关改革有望催生新增长点　　经合组织指出，各经济体在抗击疫情的同时，也在加速推进经济领域的一系列改革。提高经济活力，需要促进资源向有利于发展的部门和活动重新配置。许多亚太经济体之所以较好控制住了疫情的负面影响，离不开其有效的公共卫生措施、工业活动的好转，尤其是中国经济复苏在这一区域带来的巨大推动力。　　戈皮纳特指出，中国成为经济率先复苏至疫情前水平的主要经济体，原因在于成功控制疫情，并实施有效的财政和货币政策，保障经济活动快速复苏。　　欧洲央行首席经济学家菲利普·莱恩表示，疫情危机倒逼相关领域改革，许多国家着手重新启动公共部门、银行业和资本市场改革，而这三大领域具有强大的增长潜力。受病毒传播和变异的影响，疫情结束的时间并不确定，远程工作、数字技术领域将快速发展，成为极具增长潜力的领域。　　莱恩认为，各国前所未有地关注绿色投资和数字化能力建设，对提高生产力、打造新的经济增长点具有重要意义。疫情也进一步倒逼一些国家公共部门管理的改革，提高公共部门行政管理的效率有可能提高整体经济的生产率。　　世界银行东亚与太平洋地区首席经济学家阿迪蒂亚·马图表示，中国消费市场规模不断扩大，发展绿色创新性经济，有助于全球及区域经济复苏，将有力推动全球合作。　　德国联邦外贸与投资署中国问题专家克里斯蒂娜·奥特表示，中国市场不断扩大，经济复苏快于预期，在全球经济总量中的占比持续攀升，将对德国经济和世界经济产生重要积极影响。墨西哥国立自治大学国际问题专家伊格纳西奥·马丁内斯说，世界经济今年将迎来一定程度复苏，与中国经济表现有很大关系。中国国内市场发展强劲，其经济增长将助推其他国家经济回暖。　　（本报巴黎、华盛顿、东京、北京3月31日电）"
"2021年04月01日","17","国际","加强多边合作 推动绿色复苏","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_2-17.htm","中国联合国协会3月30日在北京举办后疫情时代绿色复苏国际研讨会，联合国机构官员、中外专家学者等120余人以线上线下结合的方式参会。与会嘉宾认为，面对疫情带来的多重冲击，国际社会应捍卫以联合国为核心的国际体系，加强多边主义合作，维护经济全球化，推动世界经济实现绿色复苏。　　联合国驻华协调员常启德表示，没有协调一致的行动，世界无法实现绿色复苏。为实现这一愿景，各国需要强烈的政治意愿、正确的公共政策和良好的伙伴关系，让政府机构、公私部门都参与进来。常启德说，中国政府重视环保，强调守护绿水青山，在环境保护方面展现出战略眼光，在全球起到引领性作用。联合国《生物多样性公约》第十五次缔约方大会将在中国昆明召开，对可持续发展具有至关重要的意义。　　与会嘉宾呼吁推动建设更加公正合理的全球治理体系，加强在联合国框架内的多边合作，促进人类可持续发展。北京大学国际关系学院副院长张海滨表示，全球环境治理需要加强联合国的作用，关注最贫穷、最脆弱群体的需求，大国应当承担责任。中国社会科学院世界经济与政治研究所所长张宇燕表示，全球治理不应被政治化，只有畅通贸易和投资，才能为全球经济实现健康、包容、均衡、可持续增长提供更多动力。　　联合国贸易与发展会议全球化和发展战略局局长理查德·科祖尔—赖特指出，实现更好的复苏、打造更具韧性的经济，需要强有力的多边机制。必须捍卫以联合国为核心的国际体系和以国际法为基础的国际秩序，给予更多国家发言权，重塑人们对多边主义的信心。"
"2021年04月01日","17","国际","多数受访民众对中国持积极态度","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_3-17.htm","本报莫斯科3月31日电  （记者殷新宇）俄罗斯知名民调机构列瓦达中心日前发布的一项调查结果显示，75％的俄罗斯受访民众对中国持积极态度。55％的受访者认为，积极的俄中关系巩固了俄罗斯在世界上的地位。　　此次民调在1月29日至2月2日期间进行，来自俄罗斯50个地区137个居民点的1616名成年人参加调查。根据调查结果，大多数受访俄民众认为，在过去的10年中，中国在世界上享有的声誉越来越高；56%的受访者认为，中国在世界上受到尊重。"
"2021年04月01日","17","国际","曼谷翁昂运河华丽转身","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_4-17.htm","华灯初上，环绕泰国曼谷老城区的翁昂运河和河边的步行街也开始热闹起来。有的游客在街头艺术走廊拍照，有的在品尝当地特色美食，有的在欣赏街头艺人表演，还有的在运河上划起五颜六色的橡皮艇。　　翁昂滨河社区日前获得2020年度“亚洲都市景观奖”。这一奖项由联合国人居署和亚洲人居环境协会等机构共同颁发，以表彰该社区通过都市景观改造有效改善人居环境。曼谷市长阿沙温说：“正是因为在景观、艺术、文化、安全和生活质量方面取得了显著改善，翁昂滨河社区成为国际认可的美丽地标。”　　翁昂运河曾因水路贸易而繁荣。翁昂的意思就是“缸”“盆”，古代这里与中国的陶瓷贸易尤其发达。19世纪中叶到20世纪初，翁昂运河沿岸繁华一时。但后来，运河河道逐渐被违章建筑占据，一度变成严重影响城市景观的臭水沟。　　曼谷市政府从2015年开始整治该地区，拆除违章建筑、清理河道，并邀请城市景观设计师对周边社区进行改造升级。历经数年治理之后，这里成为集居住、商贸、文化集市、观光于一体的滨河社区。运河两岸有260多间店铺和摊位，人行道被重新修缮，街道两边也安装了节日彩灯。多位艺术家在墙上挥洒创意，创作出街头艺术走廊。步行街还有音乐表演、街头艺术展览以及本地零售商出售的各种产品和地方食品。　　整治过程中，滨河社区并没有大拆大建，而是保留了原汁原味的气质，但是在细节上下足了功夫。改造后的复古怀旧元素和古老社区的烟火气吸引着各地游客。沿街的壁画除了色彩浓艳的现代涂鸦外，还体现出不同文化在这里的互相交融、记录了时代变迁。在运河边生活了几十年的居民猜瓦指着壁画上的小胡同说：“小时候我和小伙伴经常在小巷里捉迷藏。”游客塔纳一边拍照一边告诉记者：“在这里走一走，仿佛回到了100年前的泰国。”　　治理后的翁昂滨河社区成为新的旅游景点，也提升了沿岸居民的幸福感。“现在房屋装饰一新，街道两旁漂亮极了，我每天都沿着运河散步。”居民婉蓬说。　　曼谷建城之初，在原有众多天然河道的基础上挖掘、修建了大大小小几十条运河，大多数历史建筑、寺庙、市场等均建在运河沿岸，滨河社区因此成为当地文化的重要载体。近年来，曼谷市政府积极开发运河沿岸旅游景区。据阿沙温介绍，曼谷还将推出更多运河旅游项目。　　“在城市化进程中，曼谷也面临着如何平衡‘新’与‘旧’的问题。在从传统到现代的转变过程中，有取有舍、注重协调、保留历史人文气息，是城市发展的重要考量。”阿沙温说。　　（本报曼谷3月31日电）"
"2021年04月01日","17","国际","曼谷翁昂运河华丽转身","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_4-17.htm","华灯初上，环绕泰国曼谷老城区的翁昂运河和河边的步行街也开始热闹起来。有的游客在街头艺术走廊拍照，有的在品尝当地特色美食，有的在欣赏街头艺人表演，还有的在运河上划起五颜六色的橡皮艇。　　翁昂滨河社区日前获得2020年度“亚洲都市景观奖”。这一奖项由联合国人居署和亚洲人居环境协会等机构共同颁发，以表彰该社区通过都市景观改造有效改善人居环境。曼谷市长阿沙温说：“正是因为在景观、艺术、文化、安全和生活质量方面取得了显著改善，翁昂滨河社区成为国际认可的美丽地标。”　　翁昂运河曾因水路贸易而繁荣。翁昂的意思就是“缸”“盆”，古代这里与中国的陶瓷贸易尤其发达。19世纪中叶到20世纪初，翁昂运河沿岸繁华一时。但后来，运河河道逐渐被违章建筑占据，一度变成严重影响城市景观的臭水沟。　　曼谷市政府从2015年开始整治该地区，拆除违章建筑、清理河道，并邀请城市景观设计师对周边社区进行改造升级。历经数年治理之后，这里成为集居住、商贸、文化集市、观光于一体的滨河社区。运河两岸有260多间店铺和摊位，人行道被重新修缮，街道两边也安装了节日彩灯。多位艺术家在墙上挥洒创意，创作出街头艺术走廊。步行街还有音乐表演、街头艺术展览以及本地零售商出售的各种产品和地方食品。　　整治过程中，滨河社区并没有大拆大建，而是保留了原汁原味的气质，但是在细节上下足了功夫。改造后的复古怀旧元素和古老社区的烟火气吸引着各地游客。沿街的壁画除了色彩浓艳的现代涂鸦外，还体现出不同文化在这里的互相交融、记录了时代变迁。在运河边生活了几十年的居民猜瓦指着壁画上的小胡同说：“小时候我和小伙伴经常在小巷里捉迷藏。”游客塔纳一边拍照一边告诉记者：“在这里走一走，仿佛回到了100年前的泰国。”　　治理后的翁昂滨河社区成为新的旅游景点，也提升了沿岸居民的幸福感。“现在房屋装饰一新，街道两旁漂亮极了，我每天都沿着运河散步。”居民婉蓬说。　　曼谷建城之初，在原有众多天然河道的基础上挖掘、修建了大大小小几十条运河，大多数历史建筑、寺庙、市场等均建在运河沿岸，滨河社区因此成为当地文化的重要载体。近年来，曼谷市政府积极开发运河沿岸旅游景区。据阿沙温介绍，曼谷还将推出更多运河旅游项目。　　“在城市化进程中，曼谷也面临着如何平衡‘新’与‘旧’的问题。在从传统到现代的转变过程中，有取有舍、注重协调、保留历史人文气息，是城市发展的重要考量。”阿沙温说。　　（本报曼谷3月31日电）"
"2021年04月01日","17","国际","图片报道","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_5-17.htm","近期，德国陆续放松了部分疫情防控措施，博物馆等机构向提前预约的观众开放。图为民众正在德国历史博物馆体验虚拟现实（VR）展览。　　本报记者  李  强摄"
"2021年04月01日","17","国际","中国援助的第二批新冠疫苗运抵玻利维亚","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_6-17.htm","据新华社利马3月30日电  拉巴斯消息：中国援助的第二批中国国药集团生产的新冠疫苗30日运抵玻利维亚第三大城市科恰班巴。玻外交部长马伊塔、卫生和体育部长阿乌萨等政府官员以及中国驻玻利维亚大使黄亚中前往机场迎接。　　马伊塔衷心感谢中国政府和人民向玻援助第二批新冠疫苗，并为玻赴华商业采购注射器等抗疫物资提供大力支持。马伊塔盛赞中国防疫物资在全球广泛应用，中方提供的是生命的疫苗。玻方高度赞赏中方优先向包括玻在内的60多个国家提供疫苗援助，有力支持广大发展中国家抗击疫情，促进疫苗公平合理分配。　　阿乌萨表示，得益于中方提供的首批新冠疫苗，玻已于上月开启大规模疫苗接种，进展顺利。第二批中国疫苗将优先为60岁以上老年人和面临变异病毒输入威胁的边境居民等高风险人群接种，相信中国疫苗将持续发挥重要作用，保障玻人民生命健康。　　医护工作者、社会基层组织代表及媒体记者约百人出席疫苗接收仪式。玻国家电视台等主流媒体现场全程直播，高度评价中方疫苗安全可靠，是玻战胜疫情的有力法宝。"
"2021年04月01日","17","国际","未来电从天上来（科技大观）","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_7-17.htm","太阳是地球乃至整个太阳系取之不尽的核心能源系统。随着地球传统能源面临枯竭，太空电站或将成为21世纪解决能源问题的重要途径。太空电站，简而言之，就是把地面的太阳能发电装置搬到太空去，在“天上”将太阳能转化为电能，再通过无线能量传输方式送到地面。　　据报道，科学家正探索在太空利用太阳能发电并传输回地球的方法并取得突破性进展。如果这项“隔空传电”技术成熟，人类离太空电站将更近一步。　　电站“上天”，主要是为了更高效地利用太阳能。在地面上，太阳能受到大气的吸收和散射、云雨的增减以及季节、昼夜更替等因素影响而衰减很多，能量密度也变化巨大，很不稳定。太空中的太阳能却非常充裕。据估算，每平方米太阳能电池在中国西北地区的最高发电功率约为0.4千瓦，在平流层为7—8千瓦，而在地球同步轨道上，发电功率可达10—14千瓦。即便电能在多次转换过程中有所损耗，太空发电的整体效率仍非常可观。　　从技术原理来看，太空电站主要由三部分组成：发电装置将太阳能转化为电能，能量转换和发射装置将电能转换成微波或激光等形式，并向地面接收系统发送波束，最后地面转换装置再将其转换为电能接入电网。美国科学家研发出一种“光伏射频天线模块”，用于发电和能量转换。今年1月，科学家已验证这项技术在轨测试结果优于地面测试效果，计划于2023年进行空间段到地面段的电力传输演示。　　太空电站不受天气和纬度等自然因素影响，可大规模收集、转换和利用太阳能，发电量与地面核电站相当。不仅如此，从太空中获取的电能通过无线方式传输到世界各地，不依赖大规模电网，可对偏远地区、受灾地区以及重要设施等进行定向供电或移动供电。比如，假若有了太空电站，电动车就无需再四处寻找充电桩，可以随时随地进行移动充电。　　不过，建造太空电站还需要攻克多重技术难题。例如，单个太空电站的面积至少相当于1400个足球场，发电功率为兆瓦级，使用寿命需达到30年以上。要建造这么宏大的空间系统，在材料、运载、航天器控制、在轨组装及维护等不少关键领域仍有待突破。有人建议，可利用成千上万颗小卫星，像拼插积木一样将大型太阳能发电机组装起来；或者是通过太空3D打印，未来在空间站上直接制造和部署太空电站。此外，远距离无线传输大功率电能技术目前也亟待攻关。　　高昂成本和安全隐患也须考虑在内。比如，地球同步轨道上不仅有陨石，还有大量太空垃圾，太空电站随时有被撞击损坏的风险。不过，作为一种高效又环保的发电方式，太空电站仍被许多国家看好。英国政府已委托有关部门对太空电站展开研究，日本科学家也在试验将电能转换为能量波传输到地表的方式。中国首个太空电站实验基地已于2018年在重庆启动，还提出了实现太空电站目标的技术路线图，有望成为世界首个建成有实用价值太空电站的国家。　　（作者为全国空间探测技术首席科学传播专家、北京空间科技信息研究所编审）"
"2021年04月01日","17","国际","与会各方承诺出资62亿美元用于人道援助","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_8-17.htm","据新华社布鲁塞尔3月31日电  （记者陈文仙）为期两天的叙利亚问题国际会议30日闭幕，与会各方承诺将为叙利亚人道主义援助提供约53亿欧元（约合62亿美元）资金。　　本次会议由欧盟委员会和联合国共同举办，以视频方式举行，来自全球约50个国家和30个国际组织的相关代表和负责人参加会议。　　联合国副秘书长洛科克说，本次会议筹集的援助资金远低于联合国提出的100亿美元援助目标。　　联合国秘书长古特雷斯在视频讲话中表示，10年来叙利亚人民经历了死亡、流离失所和贫困，“事情正在变得更糟，而不是更好”。他说，今年叙利亚境内有1300多万人需要人道主义援助。"
"2021年04月01日","17","国际","索马里政府军打死6名“青年党”武装分子","http://paper.people.com.cn/rmrb/html/2021-04/01/nw.D110000renmrb_20210401_9-17.htm","据新华社内罗毕3月31日电  （记者黎华玲）摩加迪沙消息：索马里地方政府官员3月31日证实，政府军30日在索马里中部希兰地区马哈斯镇的行动中，打死至少6名极端组织“青年党”武装分子。　　马哈斯镇镇长穆明·穆罕默德·哈兰告诉摩加迪沙广播电台，有情报显示“青年党”武装分子潜入该镇，胁迫当地居民缴纳税费，政府军当天随即采取行动。“尽管武装分子试图抵抗，但最终还是被驱逐出镇。行动中，政府军打死6名武装分子。”"
